SID,Familiarity,Trial,Repetition,Resp,Corr,RT,ImgName
1,1,1,1,2,1,738.07,wordin2_1.png
1,1,2,1,1,1,790.33,wordin2_10.png
1,1,3,2,1,1,954.48,wordin1.png
1,1,4,1,1,1,710.88,wordin2_8.png
1,1,5,2,1,1,1155.16,wordex7.png
1,1,6,1,1,1,679.36,wordex2_3.png
1,1,7,1,1,1,630.25,wordex6.png
1,1,8,1,2,1,778.53,wordin2_12.png
1,1,9,1,1,1,1422.79,wordex2_9.png
1,1,10,2,2,1,1099.11,wordex2_7.png
1,1,11,2,2,1,1159.36,wordex2_12.png
1,1,12,1,2,1,755.54,wordex2_5.png
1,1,13,1,1,1,695.87,wordex2_4.png
1,1,14,1,1,1,756.1,wordin2_9.png
1,1,15,2,1,1,1056.36,wordex2_11.png
1,1,16,1,2,1,772.6,wordin2_11.png
1,1,17,2,2,1,792.8,wordin3.png
1,1,18,2,2,1,1068.93,wordin2_7.png
1,1,19,2,2,1,945.37,wordin4.png
1,1,20,1,1,1,693.62,wordex2_1.png
1,1,21,2,1,1,913.9,wordin2_3.png
1,1,22,2,1,1,1054.13,wordex11.png
1,1,23,2,2,1,986.34,wordin2_2.png
1,1,24,1,1,1,942.59,wordin10.png
1,1,25,2,2,1,842.84,wordex12.png
1,1,26,2,1,1,911.13,wordin2_6.png
1,1,27,1,2,1,915.35,wordex8.png
1,1,28,1,1,1,887.61,wordin2.png
1,1,29,2,1,1,1195.88,wordex2.png
1,1,30,1,1,1,648.16,wordin7.png
1,1,31,1,1,1,636.44,wordex2_8.png
1,1,32,1,1,1,744.68,wordex3.png
1,1,33,1,1,1,780.68,wordex10.png
1,1,34,2,1,1,1593.24,wordex2_10.png
1,1,35,2,1,1,1413.45,wordin8.png
1,1,36,1,1,1,713.74,wordin11.png
1,1,37,2,1,1,893.94,wordex2_2.png
1,1,38,2,1,1,1578.23,wordin5.png
1,1,39,2,1,1,838.47,wordex4.png
1,1,40,2,2,1,1066.74,wordex9.png
1,1,41,1,2,1,1399.02,wordin9.png
1,1,42,2,2,1,1187.26,wordin6.png
1,1,43,1,1,1,1647.49,wordin2_4.png
1,1,44,1,2,1,883.69,wordin2_5.png
1,1,45,2,2,1,1152.01,wordin12.png
1,1,46,2,1,1,1516.32,wordex2_6.png
1,1,47,2,0,0,0,wordex1.png
1,1,48,1,1,1,1004.6,wordex5.png
2,1,1,1,1,1,442.34,wordin2_6.png
2,1,2,2,2,1,990.54,wordex2_5.png
2,1,3,1,2,1,674.83,wordin2_7.png
2,1,4,2,2,1,935.06,wordin9.png
2,1,5,1,2,1,747.36,wordin8.png
2,1,6,1,2,1,943.61,wordex7.png
2,1,7,1,1,1,595.9,wordex2_2.png
2,1,8,1,2,1,904.11,wordex12.png
2,1,9,2,1,1,876.41,wordex8.png
2,1,10,1,1,1,744.69,wordex1.png
2,1,11,2,1,1,828.94,wordex2_8.png
2,1,12,1,2,1,800.98,wordin6.png
2,1,13,2,2,1,701.42,wordin2_11.png
2,1,14,1,2,1,617.72,wordex2.png
2,1,15,2,1,1,694.02,wordin2_4.png
2,1,16,2,2,1,810.21,wordex2_9.png
2,1,17,2,1,1,630.46,wordex2_4.png
2,1,18,2,1,1,650.75,wordin2_9.png
2,1,19,1,2,1,719.05,wordin3.png
2,1,20,1,2,1,939.32,wordex2_6.png
2,1,21,1,1,1,679.51,wordin1.png
2,1,22,2,1,1,627.87,wordex2_1.png
2,1,23,2,2,1,1120.11,wordin11.png
2,1,24,2,1,1,676.39,wordin7.png
2,1,25,1,2,1,872.62,wordin12.png
2,1,26,1,1,1,804.85,wordin2_2.png
2,1,27,2,1,1,720.97,wordex10.png
2,1,28,1,1,1,661.36,wordex2_7.png
2,1,29,2,2,1,665.63,wordin10.png
2,1,30,1,1,1,733.88,wordex4.png
2,1,31,2,2,1,626.21,wordex5.png
2,1,32,1,1,1,694.4,wordex2_11.png
2,1,33,1,1,1,714.72,wordex2_10.png
2,1,34,2,1,1,806.93,wordin2.png
2,1,35,2,2,1,1355.31,wordex2_3.png
2,1,36,1,2,1,559.48,wordin5.png
2,1,37,1,1,1,651.71,wordex11.png
2,1,38,2,1,1,687.99,wordex6.png
2,1,39,1,2,1,708.26,wordex2_12.png
2,1,40,2,2,1,720.6,wordin2_12.png
2,1,41,2,2,1,604.76,wordin2_10.png
2,1,42,2,1,1,608.91,wordin2_1.png
2,1,43,1,2,1,485.34,wordin4.png
2,1,44,1,1,1,577.6,wordin2_3.png
2,1,45,2,1,1,941.82,wordin2_5.png
2,1,46,1,2,1,738.12,wordex9.png
2,1,47,2,2,1,998.36,wordin2_8.png
2,1,48,2,1,1,850.62,wordex3.png
3,1,1,2,2,1,993.93,wordex9.png
3,1,2,2,2,1,614.18,wordin2_2.png
3,1,3,2,2,1,1410.43,wordex2_2.png
3,1,4,2,1,1,1006.68,wordin12.png
3,1,5,1,1,1,762.76,wordin2_10.png
3,1,6,1,2,1,847.19,wordex5.png
3,1,7,2,2,1,1019.46,wordin2_6.png
3,1,8,2,2,1,855.67,wordex4.png
3,1,9,2,2,1,763.98,wordex2_12.png
3,1,10,2,2,1,1104.23,wordex2_7.png
3,1,11,1,1,1,764.47,wordex8.png
3,1,12,2,1,1,1248.79,wordin5.png
3,1,13,1,2,1,772.97,wordin7.png
3,1,14,2,1,1,1265.25,wordin6.png
3,1,15,1,1,1,1293.48,wordex2_8.png
3,1,16,1,2,1,849.77,wordin2_8.png
3,1,17,2,0,0,0,wordex2_11.png
3,1,18,1,2,1,954.22,wordin2_9.png
3,1,19,1,2,1,862.5,wordin2_4.png
3,1,20,2,2,1,1666.53,wordex7.png
3,1,21,1,1,1,822.98,wordex6.png
3,1,22,1,1,1,1163.24,wordex2_9.png
3,1,23,2,1,1,927.5,wordin2_3.png
3,1,24,2,2,1,1211.74,wordin4.png
3,1,25,1,2,1,912.01,wordin2_1.png
3,1,26,2,2,1,1052.25,wordin1.png
3,1,27,1,1,1,952.53,wordex3.png
3,1,28,2,2,1,932.73,wordex2.png
3,1,29,2,2,1,993.03,wordex1.png
3,1,30,2,2,1,885.23,wordin3.png
3,1,31,1,2,1,705.48,wordin10.png
3,1,32,1,1,1,685.81,wordin2.png
3,1,33,1,1,1,986,wordex2_1.png
3,1,34,1,2,1,854.23,wordin11.png
3,1,35,1,1,1,730.31,wordex2_3.png
3,1,36,2,2,1,1086.78,wordin2_7.png
3,1,37,2,1,1,1074.83,wordex11.png
3,1,38,1,2,1,831.31,wordin2_11.png
3,1,39,1,1,1,915.5,wordex2_4.png
3,1,40,1,2,1,799.76,wordex2_5.png
3,1,41,2,2,1,1180.05,wordex2_10.png
3,1,42,2,2,1,944.31,wordex2_6.png
3,1,43,1,2,1,764.54,wordin2_12.png
3,1,44,2,2,1,1064.8,wordin8.png
3,1,45,1,2,1,709.08,wordin2_5.png
3,1,46,2,1,1,801.3,wordex12.png
3,1,47,1,2,1,805.58,wordex10.png
3,1,48,1,2,1,1081.82,wordin9.png
4,1,1,1,2,1,730.8,wordex12.png
4,1,2,1,1,1,1007.08,wordin5.png
4,1,3,2,1,1,1227.37,wordex8.png
4,1,4,2,1,1,1047.63,wordin2_5.png
4,1,5,1,2,1,907.83,wordin4.png
4,1,6,1,1,1,952.09,wordex4.png
4,1,7,2,2,1,1011.66,wordin2_12.png
4,1,8,2,1,1,1104.63,wordin2_9.png
4,1,9,1,2,1,1052.85,wordin12.png
4,1,10,2,1,1,1248.98,wordin2_10.png
4,1,11,1,2,1,853.33,wordin2_6.png
4,1,12,1,1,1,945.58,wordex11.png
4,1,13,2,1,1,1181.93,wordin11.png
4,1,14,1,2,1,906.13,wordin2_7.png
4,1,15,1,1,1,1262.35,wordin8.png
4,1,16,1,1,1,978.59,wordex2_12.png
4,1,17,2,1,1,950.88,wordin2_8.png
4,1,18,2,1,1,963.16,wordin2.png
4,1,19,2,2,1,895.34,wordex2_5.png
4,1,20,1,2,1,963.68,wordex2_11.png
4,1,21,1,1,1,879.91,wordex1.png
4,1,22,1,2,1,844.1,wordex7.png
4,1,23,1,1,1,1280.45,wordin2_2.png
4,1,24,2,2,1,924.69,wordin10.png
4,1,25,1,1,1,1088.73,wordin1.png
4,1,26,2,2,1,1037.11,wordex10.png
4,1,27,1,1,1,1017.45,wordex2_7.png
4,1,28,2,1,1,789.67,wordex2_3.png
4,1,29,2,1,1,929.95,wordex5.png
4,1,30,2,1,1,830.16,wordex2_4.png
4,1,31,2,1,1,858.43,wordex2_8.png
4,1,32,2,2,1,886.61,wordin7.png
4,1,33,1,2,1,1314.98,wordex2.png
4,1,34,2,1,1,1447.19,wordex6.png
4,1,35,1,2,1,1099.37,wordin2_3.png
4,1,36,1,2,1,767.61,wordex9.png
4,1,37,1,1,1,763.88,wordex2_2.png
4,1,38,1,1,1,832.19,wordex2_6.png
4,1,39,2,1,1,948.46,wordin2_1.png
4,1,40,2,2,1,1208.53,wordin9.png
4,1,41,2,1,1,1268.93,wordex2_1.png
4,1,42,1,2,1,865.17,wordin3.png
4,1,43,2,2,1,1029.38,wordin2_11.png
4,1,44,1,1,1,1057.73,wordex2_10.png
4,1,45,2,1,1,989.98,wordex3.png
4,1,46,2,1,1,858.22,wordin2_4.png
4,1,47,2,1,1,1006.44,wordex2_9.png
4,1,48,1,2,1,954.72,wordin6.png
5,1,1,2,1,1,1065.86,wordin2_7.png
5,1,2,2,2,1,974.07,wordin6.png
5,1,3,2,2,1,1466.39,wordin4.png
5,1,4,1,1,1,774.66,wordin2_4.png
5,1,5,1,1,1,1210.93,wordex2_8.png
5,1,6,2,1,1,950.94,wordin1.png
5,1,7,1,2,1,1107.34,wordex2_3.png
5,1,8,2,2,1,1511.65,wordex12.png
5,1,9,2,1,1,1723.88,wordex2_2.png
5,1,10,2,1,1,1400.12,wordin12.png
5,1,11,1,1,1,956.39,wordin2_10.png
5,1,12,1,1,1,1768.66,wordin9.png
5,1,13,2,1,1,1172.93,wordex2_6.png
5,1,14,2,2,1,1761.11,wordex9.png
5,1,15,2,2,1,1624.1,wordex7.png
5,1,16,1,1,1,1668.37,wordin2.png
5,1,17,2,1,1,1400.53,wordex2.png
5,1,18,1,2,1,932.82,wordin2_9.png
5,1,19,1,2,1,1241.09,wordin2_12.png
5,1,20,2,2,1,1693.34,wordin8.png
5,1,21,2,1,1,1281.4,wordin2_6.png
5,1,22,2,2,1,1637.77,wordex11.png
5,1,23,1,1,1,1402.02,wordex2_1.png
5,1,24,1,2,1,1038.27,wordex5.png
5,1,25,1,2,1,954.59,wordin10.png
5,1,26,1,2,1,926.81,wordex2_9.png
5,1,27,1,2,1,1379.04,wordex10.png
5,1,28,2,1,1,687.28,wordex4.png
5,1,29,2,1,1,1779.6,wordex2_12.png
5,1,30,2,1,1,1522.44,wordex2_7.png
5,1,31,2,2,1,1102.68,wordin5.png
5,1,32,2,1,1,1330.97,wordin3.png
5,1,33,2,2,1,1415.22,wordin2_2.png
5,1,34,1,1,1,851.5,wordin2_5.png
5,1,35,2,1,1,743.69,wordex2_10.png
5,1,36,1,1,1,659.78,wordin11.png
5,1,37,1,2,1,992.27,wordex6.png
5,1,38,1,1,1,572.45,wordex2_5.png
5,1,39,2,1,1,928.76,wordex1.png
5,1,40,2,1,1,1148.98,wordex2_11.png
5,1,41,1,1,1,1289.21,wordin2_8.png
5,1,42,1,1,1,1413.53,wordin2_1.png
5,1,43,2,2,1,1305.73,wordin2_3.png
5,1,44,1,1,1,1150.02,wordex8.png
5,1,45,1,1,1,930.27,wordin7.png
5,1,46,1,2,1,1382.54,wordex3.png
5,1,47,1,1,1,2322.76,wordin2_11.png
5,1,48,1,1,1,1222.99,wordex2_4.png
6,1,1,1,1,1,1135.06,wordin9.png
6,1,2,1,2,1,827.36,wordex9.png
6,1,3,1,2,1,911.74,wordex2_5.png
6,1,4,2,2,1,1140.16,wordin2_11.png
6,1,5,2,1,1,1896.46,wordex10.png
6,1,6,1,1,1,924.88,wordin2_9.png
6,1,7,2,1,1,1185.23,wordex12.png
6,1,8,2,2,1,941.61,wordin2_12.png
6,1,9,2,1,1,1193.93,wordex1.png
6,1,10,1,2,1,902.39,wordin3.png
6,1,11,1,1,1,842.68,wordin7.png
6,1,12,2,2,1,1335.1,wordex2_9.png
6,1,13,1,1,1,1179.41,wordin8.png
6,1,14,1,2,1,1519.78,wordex2_12.png
6,1,15,2,1,1,1195.96,wordex2_1.png
6,1,16,1,2,1,784.51,wordex2_10.png
6,1,17,2,1,1,1076.88,wordex2_7.png
6,1,18,1,2,1,1169.32,wordin2_2.png
6,1,19,2,1,1,773.62,wordex11.png
6,1,20,2,1,1,1481.99,wordin2_5.png
6,1,21,2,1,1,1126.35,wordin2_3.png
6,1,22,1,1,1,1106.81,wordex6.png
6,1,23,2,1,1,1487.16,wordex3.png
6,1,24,2,1,1,1307.55,wordex4.png
6,1,25,2,1,1,1559.92,wordex5.png
6,1,26,1,1,1,908.28,wordex2_2.png
6,1,27,1,1,1,584.64,wordin2.png
6,1,28,1,2,1,1332.96,wordin6.png
6,1,29,2,1,1,889.33,wordin4.png
6,1,30,2,1,1,885.5,wordin1.png
6,1,31,2,1,1,1338.04,wordin12.png
6,1,32,1,1,1,1318.42,wordin2_1.png
6,1,33,2,1,1,1658.86,wordin2_4.png
6,1,34,1,2,1,1135.16,wordin5.png
6,1,35,1,2,1,795.54,wordex2.png
6,1,36,2,1,1,1583.98,wordin2_10.png
6,1,37,1,2,1,1428.35,wordex7.png
6,1,38,1,2,1,944.62,wordex2_6.png
6,1,39,2,2,1,1333.08,wordin11.png
6,1,40,1,2,1,1137.39,wordin10.png
6,1,41,1,2,1,957.79,wordex8.png
6,1,42,2,1,1,874.17,wordex2_11.png
6,1,43,2,1,1,1406.46,wordin2_8.png
6,1,44,1,1,1,802.85,wordex2_4.png
6,1,45,2,1,1,1143.05,wordin2_7.png
6,1,46,2,1,1,1187.64,wordin2_6.png
6,1,47,1,1,1,655.93,wordex2_8.png
6,1,48,1,1,1,700.37,wordex2_3.png
7,1,1,2,1,1,1213.14,wordex9.png
7,1,2,1,2,1,1089.46,wordex2_7.png
7,1,3,2,1,1,709.86,wordex2_2.png
7,1,4,2,1,1,1482.23,wordex7.png
7,1,5,2,1,1,822.57,wordex2.png
7,1,6,1,1,1,890.97,wordin2_4.png
7,1,7,1,1,1,919.36,wordex5.png
7,1,8,2,2,1,1371.71,wordin9.png
7,1,9,1,1,1,983.89,wordin11.png
7,1,10,1,1,1,628.47,wordin2_3.png
7,1,11,2,1,1,1256.85,wordin2_9.png
7,1,12,1,1,1,773.19,wordex2_11.png
7,1,13,2,1,1,1353.51,wordin10.png
7,1,14,1,2,1,773.91,wordin2_7.png
7,1,15,1,1,1,810.3,wordin1.png
7,1,16,1,1,1,646.64,wordin2_8.png
7,1,17,2,1,1,571.01,wordex2_12.png
7,1,18,2,1,1,535.4,wordin2_1.png
7,1,19,2,1,1,787.74,wordex2_3.png
7,1,20,2,1,1,728.13,wordex2_6.png
7,1,21,2,1,1,788.45,wordex2_4.png
7,1,22,1,1,1,944.88,wordex10.png
7,1,23,1,1,1,901.18,wordex1.png
7,1,24,2,1,1,577.36,wordex8.png
7,1,25,1,2,1,1117.92,wordin2_11.png
7,1,26,2,1,1,1306.31,wordin2_2.png
7,1,27,2,2,1,1062.69,wordin6.png
7,1,28,1,1,1,1347.02,wordin2_10.png
7,1,29,1,1,1,751.44,wordex11.png
7,1,30,1,1,1,1395.8,wordin12.png
7,1,31,2,2,1,1352.17,wordin8.png
7,1,32,1,1,1,1204.56,wordex2_9.png
7,1,33,1,1,1,912.88,wordin2_6.png
7,1,34,1,1,1,869.28,wordin2_5.png
7,1,35,2,1,1,793.64,wordin3.png
7,1,36,2,1,1,758,wordin7.png
7,1,37,1,1,1,706.4,wordex12.png
7,1,38,2,1,1,1286.72,wordex2_10.png
7,1,39,2,1,1,1066.88,wordex2_8.png
7,1,40,1,1,1,775.46,wordin4.png
7,1,41,1,1,1,1035.82,wordex3.png
7,1,42,2,1,1,1448.2,wordex6.png
7,1,43,2,2,1,1684.58,wordex2_5.png
7,1,44,1,1,1,544.98,wordex4.png
7,1,45,1,2,1,1077.34,wordin2_12.png
7,1,46,1,1,1,1073.69,wordex2_1.png
7,1,47,2,2,1,1406.02,wordin5.png
7,1,48,2,1,1,994.41,wordin2.png
8,1,1,2,1,1,1066.98,wordex12.png
8,1,2,1,1,1,1439.11,wordex10.png
8,1,3,2,1,1,931.64,wordin1.png
8,1,4,1,2,1,1184.09,wordex2_3.png
8,1,5,1,2,1,1132.37,wordex2_1.png
8,1,6,1,2,1,1320.79,wordin2_1.png
8,1,7,1,1,1,1661.2,wordex2_5.png
8,1,8,2,2,1,1913.49,wordin5.png
8,1,9,2,2,1,1781.9,wordin12.png
8,1,10,2,1,1,1154.28,wordex11.png
8,1,11,2,2,1,1286.61,wordex9.png
8,1,12,1,2,1,1154.97,wordin2_11.png
8,1,13,1,2,1,2151.39,wordex8.png
8,1,14,2,2,1,1299.68,wordex2_12.png
8,1,15,1,2,1,1920.1,wordex2_8.png
8,1,16,2,2,1,2252.47,wordin2_7.png
8,1,17,1,1,1,856.61,wordex6.png
8,1,18,2,1,1,1711.87,wordin2_3.png
8,1,19,2,1,1,1412.21,wordex7.png
8,1,20,1,1,1,1104.63,wordin2_9.png
8,1,21,1,2,1,1180.97,wordin10.png
8,1,22,1,0,0,0,wordin2_4.png
8,1,23,1,2,1,1261.67,wordex5.png
8,1,24,1,1,1,1122.05,wordex2_9.png
8,1,25,2,2,1,1462.39,wordin6.png
8,1,26,1,2,1,1042.78,wordin2_5.png
8,1,27,2,2,1,615.18,wordex4.png
8,1,28,2,1,1,2171.49,wordin4.png
8,1,29,2,2,1,1503.88,wordin2_2.png
8,1,30,2,2,1,1012.22,wordin3.png
8,1,31,1,2,1,1488.62,wordin11.png
8,1,32,1,2,1,1012.85,wordin2_8.png
8,1,33,2,2,1,1817.38,wordex2_7.png
8,1,34,2,2,1,1421.71,wordin8.png
8,1,35,2,1,1,690.07,wordex2.png
8,1,36,2,1,1,726.47,wordin2_6.png
8,1,37,1,1,1,2234.86,wordin2.png
8,1,38,1,1,1,1023.23,wordex3.png
8,1,39,1,1,1,171.52,wordin2_10.png
8,1,40,1,1,1,1359.94,wordin7.png
8,1,41,1,1,1,1060.35,wordex2_4.png
8,1,42,2,1,1,3040.7,wordex1.png
8,1,43,2,1,1,693.01,wordex2_11.png
8,1,44,2,1,1,833.41,wordex2_10.png
8,1,45,1,1,1,941.75,wordin9.png
8,1,46,2,1,1,34.14,wordex2_6.png
8,1,47,1,1,1,158.32,wordin2_12.png
8,1,48,2,1,1,890.93,wordex2_2.png
9,1,1,1,1,1,787.22,wordex2_10.png
9,1,2,2,1,1,1623.54,wordin2_11.png
9,1,3,1,1,1,907.94,wordex12.png
9,1,4,1,1,1,1368.33,wordin2_6.png
9,1,5,1,1,1,1324.71,wordex2_6.png
9,1,6,2,1,1,2065.06,wordex2_5.png
9,1,7,1,1,1,2061.43,wordex7.png
9,1,8,1,1,1,1737.56,wordex4.png
9,1,9,2,1,1,2558.15,wordex2_3.png
9,1,10,1,2,1,1058.51,wordin6.png
9,1,11,2,2,1,1542.9,wordin2_1.png
9,1,12,2,1,1,1835.2,wordin7.png
9,1,13,2,2,1,1599.59,wordin2_8.png
9,1,14,1,2,1,1052.02,wordex2.png
9,1,15,1,1,1,1104.33,wordin2_2.png
9,1,16,1,1,1,868.76,wordex2_7.png
9,1,17,2,1,1,817.12,wordin2_5.png
9,1,18,1,1,1,1189.41,wordex2_2.png
9,1,19,1,0,0,0,wordin5.png
9,1,20,2,1,1,974.21,wordin2.png
9,1,21,1,1,1,1642.52,wordin8.png
9,1,22,1,1,1,1742.89,wordin2_7.png
9,1,23,2,1,1,1051.13,wordin2_9.png
9,1,24,1,2,1,2167.67,wordin1.png
9,1,25,1,1,1,1988.05,wordin12.png
9,1,26,1,1,1,848.36,wordex2_11.png
9,1,27,2,1,1,1452.81,wordin2_10.png
9,1,28,2,1,1,1961.19,wordex10.png
9,1,29,2,1,1,1549.55,wordex2_4.png
9,1,30,2,1,1,2065.93,wordex2_9.png
9,1,31,1,2,1,2614.25,wordex1.png
9,1,32,2,1,1,1530.67,wordin10.png
9,1,33,1,2,1,1126.96,wordex9.png
9,1,34,1,1,1,1003.34,wordin2_3.png
9,1,35,2,1,1,2487.76,wordex8.png
